id,occurred_at,title,indicator_id,direction,magnitude,geography,confidence,triangulation_count,primary_url,summary,rationale,codebook_version
fe5be482-3cb5-4b10-9e1c-7ddf7eeaedd6,2026-04-16T00:00:00+00:00,Crypto and AI Pacs raise $250mn ahead of US midterm elections,7.N.c,-1,minor,us,0.8,1,https://www.ft.com/content/addbcf9e-d352-417b-af1c-ab1acae35771,Political action committees representing the crypto and AI industries have raised $250 million ahead of the US midterm elections.,AI and crypto PACs raising $250M for US midterms demonstrates massive industry financial influence aimed at shaping policy and elections.,v0.1
d34daf97-5575-4910-bcdd-f1f116d5be42,2026-04-16T00:00:00+00:00,States can—and should—regulate AI in criminal justice,5.N.a,1,minor,us,0.8,1,https://www.brookings.edu/articles/states-can-and-should-regulate-ai-in-criminal-justice/,A Brookings Institution article argues that U.S. states have the authority and responsibility to regulate the use of AI in the criminal justice system.,"Brookings article advocates for state-level regulation of AI in criminal justice, contributing to civil society pressure on the issue.",v0.1
01a02a1d-d4e2-4ebd-9891-c63c04d261be,2026-04-13T00:00:00+00:00,Hot Off the Press: EFF's Updated Guide to Tech at the US-Mexico Border,5.N.a,1,minor,us,0.9,1,https://www.eff.org/deeplinks/2026/04/hot-press-effs-updated-guide-tech-us-mexico-border,The Electronic Frontier Foundation published an updated guide to help journalists and advocates identify and report on surveillance technology deployed at the U.S.-Mexico border.,"EFF published an updated guide to help identify and report on border surveillance tech, maintaining civil society pressure on surveillance.",v0.1
4494ca80-95d2-440e-ba41-52c2167f85c3,2026-04-13T00:00:00+00:00,Stanford AI Index 2026 reports declining public trust in AI companies,1.N.a,0,minor,global,0.8,1,https://aiindex.stanford.edu/report/,,Public trust declining despite transparency efforts; expectation rising but not met.,v0.1
91c34a85-4ac3-4c0a-bf6e-5fd07712b72b,2026-04-13T00:00:00+00:00,Jane Doe v. OpenAI: TRO entered in SF Superior Court after ChatGPT-fueled stalking,2.L.a,1,major,us,0.8,1,https://techcrunch.com/2026/04/10/stalking-victim-sues-openai-claims-chatgpt-fueled-her-abusers-delusions-and-ignored-her-warnings/,SF Superior Court entered a limited TRO in Doe v. OpenAI (CGC-26-635725) on April 13 2026 after plaintiff alleged ChatGPT facilitated her stalker despite abuse reports; liability theory advances.,First TRO against frontier lab for foreseeable chatbot harm; key tort-liability precedent for duty-of-care cases.,v0.1
6774c34b-c3f5-4570-9bab-6c02753cab46,2026-04-13T00:00:00+00:00,Jane Doe: OpenAI acknowledged abuse report but took no action,2.D.b,-1,major,us,0.85,1,https://techcrunch.com/2026/04/10/stalking-victim-sues-openai-claims-chatgpt-fueled-her-abusers-delusions-and-ignored-her-warnings/,"In Jane Doe v. OpenAI (TRO April 13 2026), plaintiff filed formal Nov 13 2025 Notice of Abuse; OpenAI called report ""extremely serious and troubling"" but took no product action before further harm.",Abuse-reporting channel existed but failed to trigger duty-of-care response; design failure now in court record.,v0.1
e3404409-11c1-406e-8499-77c62b4db0bc,2026-04-09T00:00:00+00:00,Florida AG opens OpenAI investigation over undisclosed incidents,1.N.c,0,minor,us,0.7,1,https://www.myfloridalegal.com/news/attorney-general-opens-openai-investigation,,State AG scrutiny signals non-disclosure is now treated as actionable; norm-wise neutral.,v0.1
b49afdff-b086-4310-b7d4-851b820e5ba3,2026-04-09T00:00:00+00:00,Florida AG opens OpenAI consumer-protection investigation,2.L.c,1,minor,us,0.75,1,https://www.myfloridalegal.com/newsrelease/ag-uthmeier-opens-openai-investigation,Florida AG James Uthmeier opened a consumer-protection investigation into OpenAI on April 9 2026 focused on deceptive claims and harm to minors; joins Texas AG actions.,State AGs picking up slack from federal retreat; multi-state enforcement pattern now emerging.,v0.1
c5c6ebb1-bce2-400a-ab76-93f3059940c1,2026-04-09T00:00:00+00:00,Comparison Shopping Is Not a (Computer) Crime,7.L.b,-1,minor,us,0.8,1,https://www.eff.org/deeplinks/2026/04/comparison-shopping-not-computer-crime,"A federal district court ruled that Perplexity's AI-enabled browser violated the Computer Fraud and Abuse Act by accessing Amazon's website to help users comparison shop. The EFF has filed an amicus brief supporting Perplexity's appeal to the Ninth Circuit, arguing the decision harms competition and innovation.","A federal court ruled Perplexity's AI shopping agent violated the CFAA by accessing Amazon, legally protecting a walled garden.",v0.1
a113cd5f-3b08-4232-99ed-abd61de17852,2026-04-08T00:00:00+00:00,OpenAI Child Safety Blueprint published,2.D.b,1,minor,us,0.8,1,https://techcrunch.com/2026/04/08/openai-releases-a-new-safety-blueprint-to-address-the-rise-in-child-sexual-exploitation/,"OpenAI published Child Safety Blueprint on April 8 2026 detailing reporting channels, provider coordination, and safety-by-design controls for AI-enabled child exploitation.",Lab self-publishing reporting-channel design; voluntary but raises industry baseline for abuse channels.,v0.1
acfa6cae-7496-453a-a7f9-937d31ae5f24,2026-04-08T00:00:00+00:00,"Digital Hopes, Real Power: How the Arab Spring Fueled a Global Surveillance Boom",5.N.a,1,minor,global,0.9,1,https://www.eff.org/deeplinks/2026/04/digital-hopes-real-power-how-arab-spring-fueled-global-surveillance-boom,"The Electronic Frontier Foundation published a blog series reflecting on how the 2011 Arab uprisings inadvertently fueled a global boom in state surveillance, including the rise of AI-driven biometrics and facial recognition.","EFF blog series highlights the rise of AI-driven surveillance and biometrics, sustaining civil society pressure on digital authoritarianism.",v0.1
f9ad69c1-b90e-48b5-a357-3c73ad107c85,2026-04-07T00:00:00+00:00,Anthropic withholds Claude Mythos Preview but publishes disclosure rationale,1.N.b,1,minor,us,0.8,1,https://www.anthropic.com/system-cards,,Lab publicly explains non-release decision; reinforces norm of transparent reasoning about evals.,v0.1
94c8206a-b2f9-4995-bf46-eef542355ae5,2026-04-07T00:00:00+00:00,Anthropic discloses Claude Mythos Preview cyber capabilities pre-release,1.N.c,1,minor,us,0.82,1,https://red.anthropic.com/2026/mythos-preview/,,Voluntary pre-release vulnerability disclosure reinforces incident-transparency norm at labs.,v0.1
0fdc492f-35a3-40d5-94be-e1152b2a80f9,2026-04-07T00:00:00+00:00,Anthropic publishes Claude Mythos Preview system card,1.D.a,1,minor,us,0.8,1,https://www.anthropic.com/system-cards,,Preview-stage system card extends disclosure earlier in release pipeline.,v0.1
76a690fb-64ee-4cde-91b4-adf885705c26,2026-04-07T00:00:00+00:00,Stanford AI Index 2026: public trust in AI companies declining globally,2.N.b,1,major,global,0.8,1,https://hai.stanford.edu/ai-index/2026-ai-index-report,Stanford HAI AI Index 2026 Public Opinion chapter documents declining global trust in AI companies and broad support for mandated AI disclosure across surveyed countries.,Global consensus on AI accountability expectations; not a US-only phenomenon.,v0.1
3681d554-7643-4e7e-90f2-69fe83f9b5e6,2026-04-07T00:00:00+00:00,EU Parliament Blocks Mass-Scanning of Our Chats—What's Next?,5.L.c,1,major,europe,0.8,1,https://www.eff.org/deeplinks/2026/04/eu-parliament-blocks-mass-scanning-our-chats-whats-next,"The EU Parliament voted not to extend an interim derogation from e-Privacy rules, effectively making the voluntary mass-scanning of private chats by tech companies illegal in the EU.","EU Parliament voted against prolonging an e-Privacy derogation, effectively outlawing voluntary algorithmic mass-scanning of private chats.",v0.1
cf4ad84b-4ad8-4088-a002-312f000d2647,2026-04-05T00:00:00+00:00,UN opens public consultation for first Global Dialogue on AI Governance,6.N.c,1,minor,global,0.85,1,https://www.un.org/global-dialogue-ai-governance/en,"UN opened worldwide public submission portal (deadline 30 Apr 2026) for input into the first Global Dialogue on AI Governance, to be held in 2026 in Geneva back-to-back with the ITU AI for Good Summit. Dialogue + Independent International Scientific Panel on AI established by UNGA Resolution A/RES/79/325 (adopted by consensus 26 Aug 2025). Signals formal public-expectation channel for cross-border AI governance.",First UN-sanctioned open public channel on AI governance; institutionalizes public expectation of multilateral oversight.,v0.1
2b88d6e2-eae7-4f2e-96f4-0b6eaaf5bc29,2026-04-03T00:00:00+00:00,Tech Nonprofits to Feds: Don’t Weaponize Procurement to Undermine AI Trust and Safety,5.N.a,1,minor,us,0.9,1,https://www.eff.org/deeplinks/2026/04/tech-nonprofits-feds-dont-weaponize-procurement-undermine-ai-trust-and-safety,"Tech nonprofits, including the EFF and CDT, filed comments opposing a proposed GSA procurement rule that would require AI contractors to license their systems for ""all lawful purposes,"" arguing it could enable mass surveillance.",Civil society groups filed comments opposing a proposed GSA procurement rule that would force AI contractors to allow use for surveillance.,v0.1
ed8bc6d4-0c8c-4f3f-885e-a889935f27fc,2026-04-02T00:00:00+00:00,EFF’s Submission to the UN OHCHR on Protection of Human Rights Defenders in the Digital Age,5.N.a,1,minor,global,0.9,1,https://www.eff.org/deeplinks/2026/04/effs-submission-un-ohchr-protection-human-rights-defenders-digital-age,"The Electronic Frontier Foundation (EFF) submitted a report to the UN OHCHR detailing how new digital regulations and surveillance technologies, including biometric monitoring, are being used to restrict the fundamental rights of human rights defenders globally.",EFF submitted a report to the UN OHCHR highlighting how expanded state surveillance and biometric monitoring threaten human rights defenders,v0.1
90cbbca0-3354-46ee-b8fa-74dc142546ce,2026-04-02T00:00:00+00:00,"Google and Amazon: Acknowledged Risks, and Ignored Responsibilities",5.N.a,1,minor,global,0.9,1,https://www.eff.org/deeplinks/2026/04/google-and-amazon-acknowledged-risks-and-ignored-responsibilities,The Electronic Frontier Foundation publicly criticized Google and Amazon for failing to address human rights and surveillance risks associated with their Project Nimbus AI cloud contract with the Israeli government.,EFF published a critique pressuring Google and Amazon over the human rights and surveillance risks of their AI cloud contract with Israel.,v0.1
0b8a4793-561e-46ce-861d-8178b4953c94,2026-04-01T00:00:00+00:00,"Documentary ""The AI Doc"" elevates mainstream debate on AI well-being",3.N.a,1,minor,us,0.78,1,https://www.cbsnews.com/video/new-documentary-featuring-industry-leaders-explores-risks-and-rewards-of-ai/,"CBS Mornings, NBC, AP, Oprah Podcast and others covered a new documentary featuring Tristan Harris and industry leaders on AI risks including companionship and mental-health impact, April 2026 release cycle.",Mainstream media pickup of well-being-first AI discourse beyond tech press; signal that framing is diffusing.,v0.1
bab42ccc-0074-492e-a9e1-f2cc58f028bc,2026-04-01T00:00:00+00:00,Anthropic Fellows Program opens next two cohorts (May & July 2026),7.D.c,1,minor,global,0.8,1,https://alignment.anthropic.com/2025/anthropic-fellows-program-2026/,"Anthropic opened applications for its next Fellows cohorts beginning May and July 2026. 4-month program, $3,850/week stipend + ~$15k/mo compute funding + mentorship for independent safety researchers. 40% of first-cohort fellows joined Anthropic full-time; 80%+ produced papers.","Third-party access channel widens; structured external-researcher pipeline at frontier lab, though scale remains small (dozens",v0.1
47281c78-fee6-46db-8619-60d865db6523,2026-03-31T00:00:00+00:00,What jobseekers need to know about automated recruitment decisions,4.L.d,1,minor,europe,0.8,1,https://ico.org.uk/about-the-ico/media-centre/news-and-blogs/2026/03/here-s-what-jobseekers-need-to-know-about-automated-recruitment-decisions/,The UK Information Commissioner's Office (ICO) published guidance for jobseekers explaining their rights and protections when facing automated recruitment decisions.,The UK ICO published guidance informing jobseekers of their rights regarding automated decision-making in recruitment.,v0.1
68dff7d3-a289-4d03-b8fe-24828107157f,2026-03-30T00:00:00+00:00,"Center for Humane Technology launches ""AI and What Makes Us Human"" initiative",3.N.a,1,minor,global,0.8,1,https://www.humanetech.com,"CHT announced a new program focused on what norms, legal protections, and rights are needed to preserve human well-being in the age of AI, amplifying well-being-over-engagement discourse.",Sustained norm-entrepreneur pressure from the leading voice on well-being-over-engagement framing.,v0.1
ff44bbbf-1f95-4f91-b949-7f7d1a1cc524,2026-03-30T00:00:00+00:00,Mistral raises €722M debt to build sovereign European AI compute,7.L.c,1,minor,europe,0.85,1,https://bebeez.eu/2026/03/30/mistral-ai-extends-a-year-of-outsized-expansion-with-e722-million-to-deepen-europes-ai-infrastructure/,"Mistral AI secured €722M ($830M) in debt financing from seven-bank consortium led by Bpifrance and BNP Paribas to build a 44MW data center near Paris with 13,800 Nvidia GB300 GPUs (Q2 2026 target). Largest AI-focused debt raise by a European technology company to date; targets 200MW capacity by end-2027.",European champion scales outside US hyperscaler dependence; credible sovereign alternative emerging on the compute layer,v0.1
9d1b6dda-7a28-4fe0-94fb-404d2a479d97,2026-03-27T00:00:00+00:00,NY RAISE Act chapter amendments tighten pre-deployment testing requirements,1.L.a,1,major,us,0.85,1,https://www.nysenate.gov/legislation/bills/2025/S6953,,State legislature strengthens pre-deployment testing and publication thresholds for frontier AI.,v0.1
9d1f2471-5ed6-4611-a6e6-1c21e616e9f5,2026-03-27T00:00:00+00:00,NY RAISE Act adds 72-hour incident reporting requirement,1.L.b,1,major,us,0.82,1,https://www.nysenate.gov/legislation/bills/2025/S6953,,Short-window mandatory reporting joins CA and EU as part of US state-level reporting regime.,v0.1
377c5ee5-641d-476d-af05-796a2d761f33,2026-03-26T00:00:00+00:00,Traffic Violation! License Plate Reader Mission Creep Is Already Here,5.N.a,1,minor,us,0.9,1,https://www.eff.org/deeplinks/2026/03/traffic-violation-license-plate-reader-mission-creep-already-here,"Civil liberties advocates and journalists exposed that automated license plate readers are being used for traffic enforcement, contradicting vendor claims.",EFF and 404 Media applied pressure on surveillance tech by exposing Flock Safety ALPRs' mission creep into traffic enforcement.,v0.1
9031d662-2d68-4a31-8f42-fcb51b7baef1,2026-03-25T00:00:00+00:00,👓 Who's Really Watching What Smartglasses See? | EFFector 38.6,5.N.a,1,minor,us,0.9,1,https://www.eff.org/deeplinks/2026/03/whos-really-watching-what-smartglasses-see-effector-385,The Electronic Frontier Foundation (EFF) published a newsletter and podcast episode raising privacy concerns about Meta Ray-Ban smartglasses and their surveillance capabilities.,"EFF newsletter and podcast highlight privacy risks of Meta Ray-Ban smartglasses, sustaining civil society pressure on AI surveillance.",v0.1
1c031e38-b30d-4a24-bfd9-9971c2a2b650,2026-03-25T00:00:00+00:00,EFF Sues for Answers About Medicare's AI Experiment,1.N.a,1,minor,us,0.95,1,https://www.eff.org/press/releases/eff-sues-answers-about-medicares-ai-experiment,The Electronic Frontier Foundation filed a FOIA lawsuit against CMS seeking transparency on the AI algorithms used to evaluate Medicare prior authorization requests.,"EFF filed a FOIA lawsuit demanding transparency into the training data, evaluation, and safeguards of Medicare's AI authorization system.",v0.1
1b577a8f-44a7-43c8-8aa0-11142be1ec36,2026-03-24T00:00:00+00:00,Washington HB 2225 signed: AI chatbot duty-of-care law,2.L.b,1,major,us,0.9,1,https://app.leg.wa.gov/billsummary?BillNumber=2225&Year=2025,"Governor Ferguson signed HB 2225 on March 24 2026, extending duty-of-care requirements to AI companion chatbots in Washington with private right of action; effective Jan 1 2027.",Second state to adopt CA-style duty-of-care statute for AI chatbots within 90 days; pattern replicating.,v0.1
d9b96e29-db14-43d7-af9e-0d75f14dd565,2026-03-18T00:00:00+00:00,Court of Rome annuls Italy's €15M GDPR fine against OpenAI,5.L.c,-1,major,europe,0.88,1,https://www.crossborderdataforum.org/generative-ai-and-gdpr-enforcement-in-europe-a-lot-of-noise-one-fine-zero-survivors/,"On 18 March 2026, the Court of Rome annulled the Garante's Nov 2024 €15M fine — the only final GDPR enforcement decision against a GenAI provider. The fine had found unlawful training data processing, breach-notification failure and no age verification. Garante can appeal. Judgment no. 4153/2026, R.G. 4785/2025.",Only final GenAI GDPR fine in Europe just collapsed on appeal. Signals hard limits on current data-protection tools against frontier labs.,v0.1
a0636048-dc77-404b-a396-31e106c3e7d0,2026-03-17T00:00:00+00:00,Minnesota introduces HF 4369 (Safeguarding Human Intelligence Act) with 90-day AI displacement notice,4.L.a,1,minor,us,0.8,1,https://www.revisor.mn.gov/bills/bill.php?b=House&f=HF4369&ssn=0&y=2026,HF 4369 introduced 17 March 2026 requires employers to notify workers 90 days before AI-driven layoffs and fund retraining; first US state-level AI displacement notification bill. SF 4576 companion filed in Senate.,Concrete state-level protection template; shifts displacement from externality to regulated transition,v0.1
0831368f-4fd1-428e-91f5-cdfde3951f6d,2026-03-17T00:00:00+00:00,Colorado AI Act effective date pushed to June 2026 amid industry pressure to repeal,5.L.b,-1,minor,us,0.85,1,https://www.coloradopolitics.com/2026/03/17/artificial-intelligence-working-group-agrees-on-framework-to-replace-colorado-law/,"CO SB 24-205, the first US comprehensive AI anti-discrimination law, was delayed from Feb 2026 to 30 June 2026 via SB 25B-004. In March 2026, Governor Polis's AI Policy Working Group proposed a replacement bill stripping many employer compliance duties.",Industry lobbying is actively eroding the strongest US state AI anti-discrimination law before it takes effect. Net-negative on enforcement.,v0.1
3e512794-eafc-4dbf-ba8e-b828ee54ffb4,2026-03-17T00:00:00+00:00,Colorado AI Act working-group proposal strips duty of care,2.L.b,-1,minor,us,0.75,1,https://www.coloradopolitics.com/2026/03/17/artificial-intelligence-working-group-agrees-on-framework-to-replace-colorado-law/,"Colorado AI Policy Work Group released March 17 2026 draft to repeal-and-replace the Colorado AI Act, eliminating its ""reasonable care"" duty and narrowing scope to ADMT disclosure obligations.",Working-group proposal strips explicit duty-of-care language from what was the leading state AI law; signals backsliding.,v0.1
cfafcbb4-9999-4046-b040-dedf77e99036,2026-03-12T00:00:00+00:00,IDS / African Digital Rights Network report: 11 African governments spent $2B+ on Chinese-built AI surveillance,5.N.c,-1,major,global,0.92,1,https://www.globalissues.org/news/2026/03/17/42569,"The Institute of Development Studies, with the African Digital Rights Network, published 'Smart City Surveillance in Africa: Mapping Chinese AI Surveillance Across 11 Countries' on 12 Mar 2026. Documents $2B+ spent by Algeria, Egypt, Kenya, Mauritius, Mozambique, Nigeria, Rwanda, Senegal, Uganda, Zambia and Zimbabwe on facial recognition and ANPR, with deployments used against activists, opposition figures and journalists despite no demonstrated crime-reduction effect.",Major documented algorithmic-surveillance discrimination against dissidents across 11 states. Recognition rising; power is not.,v0.1
05342619-d2ff-4f5d-bfe3-2e2864a19d82,2026-03-12T00:00:00+00:00,Pew: 50% of Americans more concerned than excited about AI,2.N.b,1,major,us,0.9,1,https://www.pewresearch.org/internet/2026/03/12/americans-views-of-ai-2026/,"Pew Research Center survey found 50% of US adults are more concerned than excited about AI, up from 37% in 2021; majority want stricter accountability for AI harms.",Public expectation of AI accountability has hardened sharply since 2021; creates political cover for duty-of-care regulation.,v0.1
f5692cb0-cc9b-48bc-aed7-e47dc587d5d7,2026-03-11T00:00:00+00:00,EU Parliament backs EU conclusion of the Council of Europe Framework Convention on Artificial Intelligence,6.L.a,1,major,europe,0.95,1,https://www.coe.int/en/web/artificial-intelligence/-/eu-parliament-backs-eu-conclusion-of-the-council-of-europe-framework-convention-on-artificial-intelligence,The European Parliament approved the European Union's conclusion of the Council of Europe Framework Convention on Artificial Intelligence.,"EU Parliament approved the conclusion of the Council of Europe Framework Convention on AI, advancing binding multilateral treaties.",v0.1
bb3e4459-6079-4dc3-8fe0-760d2cd848ac,2026-03-11T00:00:00+00:00,European Parliament approves EU accession to Council of Europe AI Convention,6.L.a,1,major,europe,0.92,1,https://www.europarl.europa.eu/doceo/document/TA-10-2026-0071_EN.html,"On 11 Mar 2026 the European Parliament gave consent (455 in favour, 101 against, 74 abstentions) to EU conclusion of the Council of Europe Framework Convention on AI and Human Rights (CETS 225), the first legally binding international AI treaty. Advances ratification; treaty enters into force after 5 states ratify.",Key step toward entry-into-force of first binding multilateral AI treaty; EU accession anchors Convention.,v0.1
145f368c-4986-4a72-8467-562cb9d47665,2026-03-09T00:00:00+00:00,UK Politicians Continue to Miss the Point in Latest Social Media Ban Proposal,3.L.b,1,minor,europe,0.8,1,https://www.eff.org/deeplinks/2026/03/uk-politicians-continue-miss-point-latest-social-media-ban-proposal,The UK House of Commons proposed an amendment to the Children's Wellbeing and Schools Bill that would empower the Secretary of State to restrict under-18s' access to social media and addictive features.,UK House of Commons advanced an amendment enabling the government to restrict minors' access to social media and addictive features.,v0.1
9862e105-8e00-4c53-849a-4ca975839093,2026-03-06T00:00:00+00:00,The one question everyone should be asking after OpenAI’s deal with the Pentagon,5.N.a,1,minor,us,0.8,1,https://ainowinstitute.org/news/12263,The AI Now Institute published an article questioning the lack of safety guardrails for high-stakes decisions and surveillance following OpenAI's deal with the Pentagon.,AI Now Institute critiques lacking guardrails for surveillance and high-stakes decisions following OpenAI's deal with the Pentagon.,v0.1
7f6ec9ad-dbf9-453e-b21e-1d84e4a64792,2026-03-05T00:00:00+00:00,KOSA stalled in Senate Commerce Committee under Cruz,3.L.b,0,minor,us,0.85,1,https://www.childrenandscreens.org/newsroom/news/policy-update-february-2026/,"Despite 75+ co-sponsors, KOSA has not received a markup from Sen. Cruz's committee as of Feb 2026. House advanced narrower KIDS Act (28-24, party line) in March 2026, weaker than Senate version.","Federal minor-protection bill stalled; state laws (CA, NY, AU) advancing faster than US federal action.",v0.1
8a00a876-5be4-47a6-87d4-638367ee2455,2026-03-03T00:00:00+00:00,Utah Minor Protection in Social Media Act remains enjoined,3.L.c,-1,minor,us,0.88,1,https://commerce.utah.gov/social-media/,"Utah SB 194 — requiring default privacy, disabled autoplay/infinite scroll/push notifications for minors — remains stayed under NetChoice First Amendment injunction as of April 2026. Similar Virginia injunction appealed March 2026.","NetChoice-led First Amendment litigation has blocked state-level design-mandate laws in UT, OH, CA, AR, MS, VA — slows design regulation.",v0.1
43714eff-e499-4b85-a3ee-f8128900780a,2026-03-03T00:00:00+00:00,SF QuitGPT protest against OpenAI-Pentagon contract; broader multi-lab march the prior week,5.N.a,1,minor,us,0.75,1,https://nationaltoday.com/us/ca/san-francisco/news/2026/03/06/protesters-rally-against-openais-military-ai-contract/,"On 3 Mar 2026, ~40-50 activists rallied outside OpenAI's SF HQ in a 'QuitGPT' protest against its Pentagon contract. The prior week, a larger ~500-person multi-lab march targeted DeepMind, OpenAI and Meta; ~200 protested Virginia data centers. Concerns: mass surveillance, autonomous weapons, environmental impact.","Organized public protest against frontier-lab militarization — real mobilization, not just op-eds. Rare for AI-surveillance debate in US.",v0.1
96aa65dd-f313-4ec8-9f57-3c251f8132e6,2026-03-01T00:00:00+00:00,Major AI vendors still ship no default time-limit or attention-respect features,3.D.c,-1,major,global,0.78,1,https://techcrunch.com/2025/12/19/openai-adds-new-teen-safety-rules-to-models-as-lawmakers-weigh-ai-standards-for-minors/,"ChatGPT, Gemini, Claude, Grok ship no session-length caps, no take-a-break reminders for adults, no anti-infinite-scroll UX defaults. SB 243's 3-hour minor reminder rule is the floor, not the market standard.",Observation of negative space: well-being-by-default absent from adult AI UX. Rated regression because engagement loops intensifying.,v0.1
d294cc83-afa2-4ff9-9329-e7bb4c43cd95,2026-02-27T00:00:00+00:00,Italy: Milan court places Deliveroo under judicial supervision over algorithmic management,4.L.b,1,major,europe,0.85,1,https://www.reuters.com/world/europe/italian-court-places-deliveroo-unit-under-judicial-administration-2026-02-27/,Public Prosecutor's Office 27 Feb 2026 placed Deliveroo Italia under judicial administration citing algorithmic worker control violations; first criminal-adjacent enforcement of algorithmic management limits.,Enforcement escalation beyond fines; algorithmic management now carries existential business risk in Italy,v0.1
66e2c21f-80a3-4d85-a889-7024e1147897,2026-02-27T00:00:00+00:00,Civil rights coalition decries DoD pressure on Anthropic to lift AI surveillance guardrails,5.N.a,1,minor,us,0.85,1,https://civilrights.org/2026/02/27/civil-rights-advocates-decry-department-defense-power-grab-ai-surveillance-tech/,"The Leadership Conference on Civil and Human Rights publicly condemned the Department of Defense's campaign to pressure Anthropic into lifting restrictions on surveillance use of its AI, framing it as a 'tech-fueled domestic surveillance state.'","Civil-society attention to surveillance repurposing of frontier AI — healthy debate signal, though substantive power remains with DoD.",v0.1
